Worker,Time,Mask,Real,Detected
A122E99M2DQY1G,16,TRUE,Neutral,Neutral
A2RVSBEHUCNC6K,14,TRUE,Neutral,Sadness
A219VCQZADQ45W,7,TRUE,Neutral,Neutral
A171VJ9J60DSJU,23,TRUE,Neutral,Sadness
AM9XH69KBK5X5,41,TRUE,Neutral,Neutral
A2CKYCHQGXUI10,25,TRUE,Neutral,This is a flower
A28SFTKTGBSD9,16,TRUE,Neutral,Neutral
A1AXD2Q0MREL8W,41,TRUE,Neutral,Fear
A1IXVXZ5AYYNMJ,11,TRUE,Neutral,Neutral
A27VBVMMEX9GJB,15,TRUE,Neutral,Fear
AX8EX2QI5HIQQ,34,TRUE,Neutral,Sadness
A3O6XMWN8W84L5,30,TRUE,Neutral,Sadness
AYJGJAIY0EXW,17,TRUE,Neutral,Neutral
A3KU8DC7HJOGCM,23,TRUE,Neutral,Neutral
A12B5MV7IHN855,6,TRUE,Neutral,Neutral
A3J64XWXR1DB78,6,TRUE,Neutral,Neutral
A1N9A4TGE3XK3V,16,TRUE,Neutral,Neutral
A1NF6PELRKACS9,15,TRUE,Neutral,Neutral
A36H3PO6JZD414,10,TRUE,Neutral,Neutral
A3CJVRJ34U70Y9,26,TRUE,Neutral,Neutral
A3UIVQJXY62XU8,6,TRUE,Neutral,Neutral
A31Z5TPD8QKE26,12,TRUE,Neutral,Neutral
A3P7M9666KJCP,18,TRUE,Neutral,Neutral
A3GK90X2QOFR53,11,TRUE,Neutral,Neutral
A353KETOEN0W8T,22,TRUE,Neutral,Neutral
AHAF93PYUCVQ1,18,TRUE,Neutral,Neutral
A36QYJDZBOQ5PQ,23,TRUE,Neutral,Neutral
A2KJ983WWTEK4L,26,TRUE,Neutral,Fear
A130P4M9JPT4YA,18,TRUE,Neutral,Neutral
AUK4KGOJP9F0H,12,TRUE,Neutral,Neutral
A3EG4C9T4F5DUR,13,TRUE,Neutral,Neutral
A1Y3PSVSU557SW,22,TRUE,Neutral,Anger
A147F5PJTHOB8A,9,TRUE,Neutral,Neutral
A3L3ZFL1NYFTCF,27,TRUE,Neutral,Neutral
A36QYJDZBOQ5PQ,18,TRUE,Sadness,Anger
A219VCQZADQ45W,13,TRUE,Sadness,Sadness
AX8EX2QI5HIQQ,20,TRUE,Sadness,Neutral
A1FPCIKO68OQ63,14,TRUE,Sadness,Fear
A3B9OZQTE4US3T,8,TRUE,Sadness,Sadness
A3CJVRJ34U70Y9,24,TRUE,Sadness,Sadness
A28SFTKTGBSD9,17,TRUE,Sadness,Disgust
A3UIVQJXY62XU8,17,TRUE,Sadness,Sadness
A130P4M9JPT4YA,7,TRUE,Sadness,Sadness
A2CKYCHQGXUI10,14,TRUE,Sadness,Sadness
A37DR4QS4A5W5W,13,TRUE,Sadness,Sadness
A1NF6PELRKACS9,13,TRUE,Sadness,Sadness
A3P7M9666KJCP,15,TRUE,Sadness,Sadness
A3EG4C9T4F5DUR,11,TRUE,Sadness,Sadness
A147F5PJTHOB8A,14,TRUE,Sadness,Sadness
A122E99M2DQY1G,22,TRUE,Sadness,Sadness
A2BO8M77CS3SGZ,13,TRUE,Sadness,Happiness
AM9XH69KBK5X5,50,TRUE,Sadness,Sadness
AYJGJAIY0EXW,22,TRUE,Sadness,Sadness
A353KETOEN0W8T,13,TRUE,Sadness,Sadness
A3J64XWXR1DB78,6,TRUE,Sadness,Sadness
A1Y3PSVSU557SW,21,TRUE,Sadness,Sadness
A12B5MV7IHN855,39,TRUE,Sadness,Happiness
A2KJ983WWTEK4L,13,TRUE,Sadness,Sadness
AHAF93PYUCVQ1,52,TRUE,Sadness,Sadness
A2RVSBEHUCNC6K,21,TRUE,Sadness,Fear
A36H3PO6JZD414,8,TRUE,Sadness,Sadness
AVPD36WUJKJFS,37,TRUE,Sadness,Sadness
A3KU8DC7HJOGCM,15,TRUE,Sadness,Anger
A31Z5TPD8QKE26,10,TRUE,Sadness,Sadness
A1N9A4TGE3XK3V,28,TRUE,Sadness,Neutral
A1IXVXZ5AYYNMJ,22,TRUE,Sadness,Sadness
A1NKBXOTZAI1YK,12,TRUE,Sadness,Sadness
A2F0X4LN9N4O4C,6,TRUE,Sadness,Sadness
A27VBVMMEX9GJB,13,TRUE,Sadness,Sadness
A1E2Y158WG5FR6,13,TRUE,Sadness,Sadness
A3GK90X2QOFR53,11,TRUE,Sadness,Sadness
A1IU5OP7BBZHZ7,13,TRUE,Sadness,Sadness
A2KXARDIOGJL8T,11,TRUE,Sadness,Sadness
AWTP9JNX0WK2F,14,TRUE,Sadness,Sadness
A171VJ9J60DSJU,21,TRUE,Sadness,Neutral
A25DHXVNVC0VPW,8,TRUE,Sadness,Neutral
A3L3ZFL1NYFTCF,15,TRUE,Sadness,Sadness
A3O6XMWN8W84L5,14,TRUE,Sadness,Sadness
A1Y0ABOUJUMCWW,14,TRUE,Sadness,Sadness
